id,frp
0,43.53042497848986
1,43.53042497848986
2,46.71298411473588
3,40.802517147421824
4,46.94030976732494
5,44.2124019362569
6,13.068787531563046
7,28.98158321279343
8,49.66821759839298
9,46.71298411473588
10,45.121704546612875
11,45.121704546612875
12,53.53275369240605
13,46.48565846214696
14,46.03100715696884
15,46.94030976732494
16,46.71298411473588
17,49.440891945803926
18,47.84961237768091
19,49.66821759839298
20,51.48682281910505
21,51.03217151392707
22,45.34903019920193
23,51.94147412428303
24,47.39496107250292
25,50.57752020874895
26,4.8850640383589266
27,43.53042497848986
28,29.89088582314953
29,40.575191494832765
30,45.57635585179086
31,52.16879977687209
32,45.80368150437991
33,59.67054631230917
34,60.57984892266527
35,49.66821759839298
36,51.03217151392707
37,50.35019455616002
38,51.03217151392707
39,29.208908865382487
40,34.66472452751857
41,51.94147412428303
42,27.390303644670418
43,52.850776734639005
44,49.66821759839298
45,50.35019455616002
46,48.75891498803701
47,51.25949716651599
48,47.84961237768091
49,64.21705936408928
50,56.48798717606314
51,58.07926674418616
52,51.48682281910505
53,43.07577367331187
54,43.07577367331187
55,41.48449410518873
56,41.48449410518873
57,51.03217151392707
58,48.531589335447954
59,44.2124019362569
60,44.667053241434886
61,67.39961850033544
62,45.80368150437991
63,59.44322065972024
64,63.08043110114425
65,65.58101327962336
66,57.851941091597226
67,39.66588888447679
68,38.52926062153176
69,42.621122368133754
70,41.93914541036685
71,46.03100715696884
72,45.57635585179086
73,45.121704546612875
74,45.80368150437991
75,44.667053241434886
76,46.94030976732494
77,44.2124019362569
78,36.93798105340862
79,29.89088582314953
80,32.16414234903958
81,53.98740499758403
82,53.760079344995106
83,56.7153128286522
84,54.66938195535108
85,60.35252327007621
86,56.260661523474084
87,53.760079344995106
88,51.94147412428303
89,52.39612542946102
90,56.260661523474084
91,31.254839738683486
92,34.66472452751857
93,24.662395813602377
94,30.11821147573846
95,19.43390580405523
96,25.344372771369418
97,25.799024076547408
98,21.93448798253434
99,21.02518537217824
100,24.88972146619144
101,22.61646494030138
102,24.435070161013325
103,39.89321453706572
104,38.52926062153176
105,22.843790592890308
106,24.662395813602377
107,26.026349729136466
108,36.48332974823064
109,37.16530670599768
110,42.16647106295577
111,42.39379671554483
112,37.61995801117567
113,46.03100715696884
114,41.71181975777779
115,43.07577367331187
116,46.2583328095579
117,45.121704546612875
118,43.757750631078785
119,40.347865842243706
120,34.66472452751857
121,8.522274479782944
122,42.16647106295577
123,42.16647106295577
124,45.121704546612875
125,25.117047118780366
126,45.80368150437991
127,47.84961237768091
128,32.61879365421757
129,40.120540189654776
130,28.526931907615445
131,37.84728366376472
132,46.94030976732494
133,43.53042497848986
134,29.208908865382487
135,34.66472452751857
136,36.256004095641714
137,23.298441898068294
138,35.574027137874666
139,37.84728366376472
140,38.52926062153176
141,35.574027137874666
142,18.751928846288187
143,27.844954949848404
144,64.6717106692674
145,48.07693803026997
146,38.52926062153176
147,39.66588888447679
148,38.52926062153176
149,36.7106554008197
150,46.03100715696884
