id,number
0,55.70916259512362
1,55.70916259512362
2,55.70916259512362
3,55.70916259512362
4,55.70916259512362
5,55.70916259512362
6,55.70916259512362
7,55.70916259512362
8,55.70916259512362
9,55.70916259512362
10,55.70916259512362
11,55.70916259512362
12,55.70916259512362
13,55.70916259512362
14,55.70916259512362
15,55.70916259512362
16,55.70916259512362
17,55.70916259512362
18,55.70916259512362
19,55.70916259512362
20,64.76638433246634
21,64.76638433246634
22,64.76638433246634
23,64.76638433246634
24,64.76638433246634
25,64.76638433246634
26,64.76638433246634
27,64.76638433246634
28,64.76638433246634
29,64.76638433246634
30,64.76638433246634
31,64.76638433246634
32,64.76638433246634
33,64.76638433246634
34,64.76638433246634
35,64.76638433246634
36,64.76638433246634
37,64.76638433246634
38,64.76638433246634
39,64.76638433246634
40,73.82360606980907
41,73.82360606980907
42,73.82360606980907
43,73.82360606980907
44,73.82360606980907
45,73.82360606980907
46,73.82360606980907
47,73.82360606980907
48,73.82360606980907
49,73.82360606980907
50,73.82360606980907
51,73.82360606980907
52,73.82360606980907
53,73.82360606980907
54,73.82360606980907
55,73.82360606980907
56,73.82360606980907
57,73.82360606980907
58,73.82360606980907
59,73.82360606980907
60,82.8808278071518
61,82.8808278071518
62,82.8808278071518
63,82.8808278071518
64,82.8808278071518
65,82.8808278071518
66,82.8808278071518
67,82.8808278071518
68,82.8808278071518
69,82.8808278071518
70,82.8808278071518
71,82.8808278071518
72,82.8808278071518
73,82.8808278071518
74,82.8808278071518
75,82.8808278071518
76,82.8808278071518
77,82.8808278071518
78,82.8808278071518
79,82.8808278071518
80,91.93804954449453
81,91.93804954449453
82,91.93804954449453
83,91.93804954449453
84,91.93804954449453
85,91.93804954449453
86,91.93804954449453
87,91.93804954449453
88,91.93804954449453
89,91.93804954449453
90,91.93804954449453
91,91.93804954449453
92,91.93804954449453
93,91.93804954449453
94,91.93804954449453
95,91.93804954449453
96,91.93804954449453
97,91.93804954449453
98,91.93804954449453
99,91.93804954449453
100,100.99527128183725
101,100.99527128183725
102,100.99527128183725
103,100.99527128183725
104,100.99527128183725
105,100.99527128183725
106,100.99527128183725
107,100.99527128183725
108,100.99527128183725
109,100.99527128183725
110,100.99527128183725
111,100.99527128183725
112,100.99527128183725
113,100.99527128183725
114,100.99527128183725
115,100.99527128183725
116,100.99527128183725
117,100.99527128183725
118,100.99527128183725
119,100.99527128183725
120,110.05249301917998
121,110.05249301917998
122,110.05249301917998
123,110.05249301917998
124,110.05249301917998
125,110.05249301917998
126,110.05249301917998
127,110.05249301917998
128,110.05249301917998
129,110.05249301917998
130,110.05249301917998
131,110.05249301917998
132,110.05249301917998
133,110.05249301917998
134,110.05249301917998
135,110.05249301917998
136,110.05249301917998
137,110.05249301917998
138,110.05249301917998
139,110.05249301917998
140,119.1097147565227
141,119.1097147565227
142,119.1097147565227
143,119.1097147565227
144,119.1097147565227
145,119.1097147565227
146,119.1097147565227
147,119.1097147565227
148,119.1097147565227
149,119.1097147565227
150,119.1097147565227
151,119.1097147565227
152,119.1097147565227
153,119.1097147565227
154,119.1097147565227
155,119.1097147565227
156,119.1097147565227
157,119.1097147565227
158,119.1097147565227
159,119.1097147565227
160,128.16693649386542
161,128.16693649386542
162,128.16693649386542
163,128.16693649386542
164,128.16693649386542
165,128.16693649386542
166,128.16693649386542
167,128.16693649386542
168,128.16693649386542
169,128.16693649386542
170,128.16693649386542
171,128.16693649386542
172,128.16693649386542
173,128.16693649386542
174,128.16693649386542
175,128.16693649386542
176,128.16693649386542
177,128.16693649386542
178,128.16693649386542
179,128.16693649386542
180,137.22415823120815
181,137.22415823120815
182,137.22415823120815
183,137.22415823120815
184,137.22415823120815
185,137.22415823120815
186,137.22415823120815
187,137.22415823120815
188,137.22415823120815
189,137.22415823120815
190,137.22415823120815
191,137.22415823120815
192,137.22415823120815
193,137.22415823120815
194,137.22415823120815
195,137.22415823120815
196,137.22415823120815
197,137.22415823120815
198,137.22415823120815
199,137.22415823120815
200,146.28137996855088
201,146.28137996855088
202,146.28137996855088
203,146.28137996855088
204,146.28137996855088
205,146.28137996855088
206,146.28137996855088
207,146.28137996855088
208,146.28137996855088
209,146.28137996855088
210,146.28137996855088
211,146.28137996855088
212,146.28137996855088
213,146.28137996855088
214,146.28137996855088
215,146.28137996855088
216,146.28137996855088
217,146.28137996855088
218,146.28137996855088
219,146.28137996855088
220,155.3386017058936
221,155.3386017058936
222,155.3386017058936
223,155.3386017058936
224,155.3386017058936
225,155.3386017058936
226,155.3386017058936
227,155.3386017058936
228,155.3386017058936
229,155.3386017058936
230,155.3386017058936
231,155.3386017058936
232,155.3386017058936
233,155.3386017058936
234,155.3386017058936
235,155.3386017058936
236,155.3386017058936
237,155.3386017058936
238,155.3386017058936
239,55.70916259512362
240,55.70916259512362
241,55.70916259512362
242,55.70916259512362
243,55.70916259512362
244,55.70916259512362
245,55.70916259512362
246,55.70916259512362
247,55.70916259512362
248,55.70916259512362
249,55.70916259512362
250,55.70916259512362
251,55.70916259512362
252,55.70916259512362
253,55.70916259512362
254,55.70916259512362
255,55.70916259512362
256,55.70916259512362
257,55.70916259512362
258,55.70916259512362
259,55.70916259512362
260,64.76638433246634
261,64.76638433246634
262,64.76638433246634
263,64.76638433246634
264,64.76638433246634
265,64.76638433246634
266,64.76638433246634
267,64.76638433246634
268,64.76638433246634
269,64.76638433246634
270,64.76638433246634
271,64.76638433246634
272,64.76638433246634
273,64.76638433246634
274,64.76638433246634
275,64.76638433246634
276,64.76638433246634
277,64.76638433246634
278,64.76638433246634
279,64.76638433246634
280,73.82360606980907
281,73.82360606980907
282,73.82360606980907
283,73.82360606980907
284,73.82360606980907
285,73.82360606980907
286,73.82360606980907
287,73.82360606980907
288,73.82360606980907
289,73.82360606980907
290,73.82360606980907
291,73.82360606980907
292,73.82360606980907
293,73.82360606980907
294,73.82360606980907
295,73.82360606980907
296,73.82360606980907
297,73.82360606980907
298,73.82360606980907
299,73.82360606980907
300,82.8808278071518
301,82.8808278071518
302,82.8808278071518
303,82.8808278071518
304,82.8808278071518
305,82.8808278071518
306,82.8808278071518
307,82.8808278071518
308,82.8808278071518
309,82.8808278071518
310,82.8808278071518
311,82.8808278071518
312,82.8808278071518
313,82.8808278071518
314,82.8808278071518
315,82.8808278071518
316,82.8808278071518
317,82.8808278071518
318,82.8808278071518
319,82.8808278071518
320,91.93804954449453
321,91.93804954449453
322,91.93804954449453
323,91.93804954449453
324,91.93804954449453
325,91.93804954449453
326,91.93804954449453
327,91.93804954449453
328,91.93804954449453
329,91.93804954449453
330,91.93804954449453
331,91.93804954449453
332,91.93804954449453
333,91.93804954449453
334,91.93804954449453
335,91.93804954449453
336,91.93804954449453
337,91.93804954449453
338,91.93804954449453
339,91.93804954449453
340,100.99527128183725
341,100.99527128183725
342,100.99527128183725
343,100.99527128183725
344,100.99527128183725
345,100.99527128183725
346,100.99527128183725
347,100.99527128183725
348,100.99527128183725
349,100.99527128183725
350,100.99527128183725
351,100.99527128183725
352,100.99527128183725
353,100.99527128183725
354,100.99527128183725
355,100.99527128183725
356,100.99527128183725
357,100.99527128183725
358,100.99527128183725
359,100.99527128183725
360,110.05249301917998
361,110.05249301917998
362,110.05249301917998
363,110.05249301917998
364,110.05249301917998
365,110.05249301917998
366,110.05249301917998
367,110.05249301917998
368,110.05249301917998
369,110.05249301917998
370,110.05249301917998
371,110.05249301917998
372,110.05249301917998
373,110.05249301917998
374,110.05249301917998
375,110.05249301917998
376,110.05249301917998
377,110.05249301917998
378,110.05249301917998
379,110.05249301917998
380,119.1097147565227
381,119.1097147565227
382,119.1097147565227
383,119.1097147565227
384,119.1097147565227
385,119.1097147565227
386,119.1097147565227
387,119.1097147565227
388,119.1097147565227
389,119.1097147565227
390,119.1097147565227
391,119.1097147565227
392,119.1097147565227
393,119.1097147565227
394,119.1097147565227
395,119.1097147565227
396,119.1097147565227
397,119.1097147565227
398,119.1097147565227
399,119.1097147565227
400,128.16693649386542
401,128.16693649386542
402,128.16693649386542
403,128.16693649386542
404,128.16693649386542
405,128.16693649386542
406,128.16693649386542
407,128.16693649386542
408,128.16693649386542
409,128.16693649386542
410,128.16693649386542
411,128.16693649386542
412,128.16693649386542
413,128.16693649386542
414,128.16693649386542
415,128.16693649386542
416,128.16693649386542
417,128.16693649386542
418,128.16693649386542
419,128.16693649386542
420,137.22415823120815
421,137.22415823120815
422,137.22415823120815
423,137.22415823120815
424,137.22415823120815
425,137.22415823120815
426,137.22415823120815
427,137.22415823120815
428,137.22415823120815
429,137.22415823120815
430,137.22415823120815
431,137.22415823120815
432,137.22415823120815
